1,Accel_Pump_head_90,2014-10-16T19:15:12.0058824Z,-3.456601779,0,null
1,Accel_Pump_base_90,2014-10-16T19:15:12.0058824Z,-0.378311897,0,null
1,Accel_Prot_base_90,2014-10-16T19:15:12.0058824Z,-0.582087108,0,null
1,Discharge_Press,2014-10-16T19:15:12.0058824Z,2.334333328,0,null
1,Flow meter,2014-10-16T19:15:12.0058824Z,2.052177841,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:15:12.0078432Z,-21.73969052,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:15:12.0078432Z,-41.73811529,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:15:12.0078432Z,-19.98560944,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:15:12.0078432Z,0.895266022,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:15:12.0078432Z,0.611808962,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:15:12.0078432Z,-1.52853476,0,null
3,Accel_Pump_head_0,2014-10-16T19:15:12.0078432Z,-2.68940733,0,null
3,Accel_Pump_base_0,2014-10-16T19:15:12.0078432Z,0.913448671,0,null
3,Accel_Prot_base_0,2014-10-16T19:15:12.0078432Z,0.80759028,0,null
1,Accel_Pump_head_90,2014-10-16T19:26:12.0078432Z,-4.148218511,0,null
1,Accel_Pump_base_90,2014-10-16T19:26:12.0078432Z,-0.17597803,0,null
1,Accel_Prot_base_90,2014-10-16T19:26:12.0078432Z,0.681938789,0,null
1,Discharge_Press,2014-10-16T19:26:12.0078432Z,2.279650891,0,null
1,Flow meter,2014-10-16T19:26:12.0078432Z,2.052797544,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:27:12.009804Z,-21.06273067,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:27:12.009804Z,-41.95327348,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:27:12.009804Z,-20.87754985,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:27:12.009804Z,0.897352548,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:27:12.009804Z,0.612949549,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:27:12.009804Z,-1.530592899,0,null
3,Accel_Pump_head_0,2014-10-16T19:28:12.009804Z,-3.099739801,0,null
3,Accel_Pump_base_0,2014-10-16T19:28:12.009804Z,0.260558736,0,null
3,Accel_Prot_base_0,2014-10-16T19:28:12.009804Z,-0.080447423,0,null
1,Accel_Pump_head_90,2014-10-16T19:29:12.009804Z,-3.9706892,0,null
1,Accel_Pump_base_90,2014-10-16T19:29:12.009804Z,-0.264904743,0,null
1,Accel_Prot_base_90,2014-10-16T19:29:12.009804Z,0.096629489,0,null
1,Discharge_Press,2014-10-16T19:30:12.009804Z,2.317118625,0,null
1,Flow meter,2014-10-16T19:30:12.009804Z,2.052625819,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:30:12.0117648Z,-20.72038283,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:30:12.0117648Z,-42.27977793,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:30:12.0117648Z,-21.54941487,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:30:12.0117648Z,0.900131007,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:30:12.0117648Z,0.611669298,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:30:12.0117648Z,-1.533785699,0,null
3,Accel_Pump_head_0,2014-10-16T19:31:12.0117648Z,-3.254172557,0,null
3,Accel_Pump_base_0,2014-10-16T19:31:12.0117648Z,1.027229433,0,null
3,Accel_Prot_base_0,2014-10-16T19:31:12.0117648Z,0.464607301,0,null
1,Accel_Pump_head_90,2014-10-16T19:32:12.0117648Z,-2.681214432,0,null
1,Accel_Pump_base_90,2014-10-16T19:32:12.0117648Z,-0.020667088,0,null
1,Accel_Prot_base_90,2014-10-16T19:32:12.0117648Z,0.556135581,0,null
1,Discharge_Press,2014-10-16T19:25:32.0117648Z,2.328450767,0,null
1,Flow meter,2014-10-16T19:32:12.0117648Z,2.052819943,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:33:12.0137256Z,-20.72907931,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:33:12.0137256Z,-42.71247092,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:33:12.0137256Z,-21.97003263,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:33:12.0137256Z,0.904236117,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:33:12.0137256Z,0.610926216,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:33:12.0137256Z,-1.53622862,0,null
3,Accel_Pump_head_0,2014-10-16T19:34:12.0137256Z,-2.895092001,0,null
3,Accel_Pump_base_0,2014-10-16T19:34:12.0137256Z,0.661776969,0,null
3,Accel_Prot_base_0,2014-10-16T19:34:12.0137256Z,0.051153463,0,null
1,Accel_Pump_head_90,2014-10-16T19:35:12.0137256Z,0.207542471,0,null
1,Accel_Pump_base_90,2014-10-16T19:35:12.0137256Z,0.26403612,0,null
1,Accel_Prot_base_90,2014-10-16T19:35:12.0137256Z,0.288035483,0,null
1,Discharge_Press,2014-10-16T19:35:12.0137256Z,2.31065378,0,null
1,Flow meter,2014-10-16T19:35:12.0137256Z,2.052140509,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:36:12.0156864Z,-21.0782023,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:36:12.0156864Z,-43.23754793,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:36:12.0156864Z,-22.14345143,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:36:12.0156864Z,0.907180855,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:36:12.0156864Z,0.611882375,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:36:12.0156864Z,-1.541094776,0,null
3,Accel_Pump_head_0,2014-10-16T19:37:12.0156864Z,-2.609196225,0,null
3,Accel_Pump_base_0,2014-10-16T19:38:12.0156864Z,0.837062165,0,null
3,Accel_Prot_base_0,2014-10-16T19:38:12.0156864Z,0.327817741,0,null
1,Accel_Pump_head_90,2014-10-16T19:39:12.0156864Z,4.211860785,0,null
1,Accel_Pump_base_90,2014-10-16T19:39:12.0156864Z,0.69607295,0,null
1,Accel_Prot_base_90,2014-10-16T19:39:12.0156864Z,0.595494815,0,null
1,Discharge_Press,2014-10-16T19:39:12.0156864Z,2.319932997,0,null
1,Flow meter,2014-10-16T19:39:12.0156864Z,2.05274528,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:40:12.0176472Z,-21.77477978,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:40:12.0176472Z,-43.84863766,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:40:12.0176472Z,-22.05540103,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:40:12.0176472Z,0.910558273,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:40:12.0176472Z,0.614066858,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:40:12.0176472Z,-1.544511287,0,null
3,Accel_Pump_head_0,2014-10-16T19:41:12.0176472Z,-2.178297118,0,null
3,Accel_Pump_base_0,2014-10-16T19:41:12.0176472Z,0.294738709,0,null
3,Accel_Prot_base_0,2014-10-16T19:41:12.0176472Z,0.083529329,0,null
1,Accel_Pump_head_90,2014-10-16T19:42:12.0176472Z,7.793624703,0,null
1,Accel_Pump_base_90,2014-10-16T19:42:12.0176472Z,0.982080319,0,null
1,Accel_Prot_base_90,2014-10-16T19:42:12.0176472Z,0.519587286,0,null
1,Discharge_Press,2014-10-16T19:42:12.0176472Z,2.313169545,0,null
1,Flow meter,2014-10-16T19:42:12.0176472Z,2.053364983,0,null
2,X1 Phs Volts Mtr,2014-10-16T19:43:12.019608Z,-22.79777841,0,null
2,X2_Phs_Volts_Mtr,2014-10-16T19:43:12.019608Z,-44.53724501,0,null
2,X3_Phs_Volts_Mtr,2014-10-16T19:43:12.019608Z,-21.71726726,0,null
2,X1_Phs_Amps_Mtr,2014-10-16T19:43:12.019608Z,0.912401639,0,null
2,X2_Phase_Amps_Motor,2014-10-16T19:43:12.019608Z,0.616496648,0,null
2,X3_Phase_Amps_Mtr,2014-10-16T19:43:12.019608Z,-1.549574308,0,null
3,Accel_Pump_head_0,2014-10-16T19:44:12.019608Z,-1.639837913,0,null
3,Accel_Pump_base_0,2014-10-16T19:44:12.019608Z,0.08041247,0,null
3,Accel_Prot_base_0,2014-10-16T19:44:12.019608Z,0.220696913,0,null
1,Accel_Pump_head_90,2014-10-16T19:45:12.019608Z,9.41938928,0,null
1,Accel_Pump_base_90,2014-10-16T19:45:12.019608Z,1.066119475,0,null
